source_table,record_id,issue_type,original_value,corrected_value,action,reason
agents,AGT0000152,AGENT_ENTITY_CONSOLIDATION,AGT0000152,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000893,AGENT_ENTITY_CONSOLIDATION,AGT0000893,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000392,AGENT_ENTITY_CONSOLIDATION,AGT0000392,CAN_AGENT_14_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000085,AGENT_ENTITY_CONSOLIDATION,AGT0000085,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000488,AGENT_ENTITY_CONSOLIDATION,AGT0000488,CAN_AGENT_3_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000105,AGENT_ENTITY_CONSOLIDATION,AGT0000105,CAN_AGENT_62_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000231,AGENT_ENTITY_CONSOLIDATION,AGT0000231,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000554,AGENT_ENTITY_CONSOLIDATION,AGT0000554,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000782,AGENT_ENTITY_CONSOLIDATION,AGT0000782,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000148,AGENT_ENTITY_CONSOLIDATION,AGT0000148,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000301,AGENT_ENTITY_CONSOLIDATION,AGT0000301,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000849,AGENT_ENTITY_CONSOLIDATION,AGT0000849,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000530,AGENT_ENTITY_CONSOLIDATION,AGT0000530,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000342,AGENT_ENTITY_CONSOLIDATION,AGT0000342,CAN_AGENT_62_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000106,AGENT_ENTITY_CONSOLIDATION,AGT0000106,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000558,AGENT_ENTITY_CONSOLIDATION,AGT0000558,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000435,AGENT_ENTITY_CONSOLIDATION,AGT0000435,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000665,AGENT_ENTITY_CONSOLIDATION,AGT0000665,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000372,AGENT_ENTITY_CONSOLIDATION,AGT0000372,CAN_AGENT_64_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000821,AGENT_ENTITY_CONSOLIDATION,AGT0000821,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000173,AGENT_ENTITY_CONSOLIDATION,AGT0000173,CAN_AGENT_71_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000304,AGENT_ENTITY_CONSOLIDATION,AGT0000304,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000456,AGENT_ENTITY_CONSOLIDATION,AGT0000456,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000761,AGENT_ENTITY_CONSOLIDATION,AGT0000761,CAN_AGENT_27_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000592,AGENT_ENTITY_CONSOLIDATION,AGT0000592,CAN_AGENT_10_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000743,AGENT_ENTITY_CONSOLIDATION,AGT0000743,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000618,AGENT_ENTITY_CONSOLIDATION,AGT0000618,CAN_AGENT_43_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000818,AGENT_ENTITY_CONSOLIDATION,AGT0000818,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000464,AGENT_ENTITY_CONSOLIDATION,AGT0000464,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000864,AGENT_ENTITY_CONSOLIDATION,AGT0000864,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000858,AGENT_ENTITY_CONSOLIDATION,AGT0000858,CAN_AGENT_74_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000526,AGENT_ENTITY_CONSOLIDATION,AGT0000526,CAN_AGENT_13_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000700,AGENT_ENTITY_CONSOLIDATION,AGT0000700,CAN_AGENT_72_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000092,AGENT_ENTITY_CONSOLIDATION,AGT0000092,CAN_AGENT_36_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000395,AGENT_ENTITY_CONSOLIDATION,AGT0000395,CAN_AGENT_35_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000511,AGENT_ENTITY_CONSOLIDATION,AGT0000511,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000069,AGENT_ENTITY_CONSOLIDATION,AGT0000069,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000333,AGENT_ENTITY_CONSOLIDATION,AGT0000333,CAN_AGENT_24_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000494,AGENT_ENTITY_CONSOLIDATION,AGT0000494,CAN_AGENT_22_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000512,AGENT_ENTITY_CONSOLIDATION,AGT0000512,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000091,AGENT_ENTITY_CONSOLIDATION,AGT0000091,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000250,AGENT_ENTITY_CONSOLIDATION,AGT0000250,CAN_AGENT_28_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000992,AGENT_ENTITY_CONSOLIDATION,AGT0000992,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000011,AGENT_ENTITY_CONSOLIDATION,AGT0000011,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000357,AGENT_ENTITY_CONSOLIDATION,AGT0000357,CAN_AGENT_53_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000956,AGENT_ENTITY_CONSOLIDATION,AGT0000956,CAN_AGENT_61_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000189,AGENT_ENTITY_CONSOLIDATION,AGT0000189,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000921,AGENT_ENTITY_CONSOLIDATION,AGT0000921,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000508,AGENT_ENTITY_CONSOLIDATION,AGT0000508,CAN_AGENT_47_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000267,AGENT_ENTITY_CONSOLIDATION,AGT0000267,CAN_AGENT_39_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000574,AGENT_ENTITY_CONSOLIDATION,AGT0000574,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000413,AGENT_ENTITY_CONSOLIDATION,AGT0000413,CAN_AGENT_58_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000598,AGENT_ENTITY_CONSOLIDATION,AGT0000598,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000141,AGENT_ENTITY_CONSOLIDATION,AGT0000141,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000535,AGENT_ENTITY_CONSOLIDATION,AGT0000535,CAN_AGENT_58_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000696,AGENT_ENTITY_CONSOLIDATION,AGT0000696,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000626,AGENT_ENTITY_CONSOLIDATION,AGT0000626,CAN_AGENT_40_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000621,AGENT_ENTITY_CONSOLIDATION,AGT0000621,CAN_AGENT_71_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000223,AGENT_ENTITY_CONSOLIDATION,AGT0000223,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000014,AGENT_ENTITY_CONSOLIDATION,AGT0000014,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000479,AGENT_ENTITY_CONSOLIDATION,AGT0000479,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000347,AGENT_ENTITY_CONSOLIDATION,AGT0000347,CAN_AGENT_49_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000379,AGENT_ENTITY_CONSOLIDATION,AGT0000379,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000760,AGENT_ENTITY_CONSOLIDATION,AGT0000760,CAN_AGENT_41_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000618,AGENT_ENTITY_CONSOLIDATION,AGT0000618,CAN_AGENT_43_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000557,AGENT_ENTITY_CONSOLIDATION,AGT0000557,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000664,AGENT_ENTITY_CONSOLIDATION,AGT0000664,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000367,AGENT_ENTITY_CONSOLIDATION,AGT0000367,CAN_AGENT_69_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000945,AGENT_ENTITY_CONSOLIDATION,AGT0000945,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000171,AGENT_ENTITY_CONSOLIDATION,AGT0000171,CAN_AGENT_1_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000130,AGENT_ENTITY_CONSOLIDATION,AGT0000130,CAN_AGENT_64_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000649,AGENT_ENTITY_CONSOLIDATION,AGT0000649,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000010,AGENT_ENTITY_CONSOLIDATION,AGT0000010,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000507,AGENT_ENTITY_CONSOLIDATION,AGT0000507,CAN_AGENT_32_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000261,AGENT_ENTITY_CONSOLIDATION,AGT0000261,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000041,AGENT_ENTITY_CONSOLIDATION,AGT0000041,CAN_AGENT_73_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000120,AGENT_ENTITY_CONSOLIDATION,AGT0000120,CAN_AGENT_46_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000217,AGENT_ENTITY_CONSOLIDATION,AGT0000217,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000656,AGENT_ENTITY_CONSOLIDATION,AGT0000656,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000716,AGENT_ENTITY_CONSOLIDATION,AGT0000716,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000971,AGENT_ENTITY_CONSOLIDATION,AGT0000971,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000041,AGENT_ENTITY_CONSOLIDATION,AGT0000041,CAN_AGENT_73_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000843,AGENT_ENTITY_CONSOLIDATION,AGT0000843,CAN_AGENT_60_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000539,AGENT_ENTITY_CONSOLIDATION,AGT0000539,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000940,AGENT_ENTITY_CONSOLIDATION,AGT0000940,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000598,AGENT_ENTITY_CONSOLIDATION,AGT0000598,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000940,AGENT_ENTITY_CONSOLIDATION,AGT0000940,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000296,AGENT_ENTITY_CONSOLIDATION,AGT0000296,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000483,AGENT_ENTITY_CONSOLIDATION,AGT0000483,CAN_AGENT_56_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000254,AGENT_ENTITY_CONSOLIDATION,AGT0000254,CAN_AGENT_44_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000372,AGENT_ENTITY_CONSOLIDATION,AGT0000372,CAN_AGENT_64_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000443,AGENT_ENTITY_CONSOLIDATION,AGT0000443,CAN_AGENT_73_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000479,AGENT_ENTITY_CONSOLIDATION,AGT0000479,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000894,AGENT_ENTITY_CONSOLIDATION,AGT0000894,CAN_AGENT_72_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000226,AGENT_ENTITY_CONSOLIDATION,AGT0000226,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000685,AGENT_ENTITY_CONSOLIDATION,AGT0000685,CAN_AGENT_65_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000465,AGENT_ENTITY_CONSOLIDATION,AGT0000465,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000794,AGENT_ENTITY_CONSOLIDATION,AGT0000794,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000048,AGENT_ENTITY_CONSOLIDATION,AGT0000048,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000921,AGENT_ENTITY_CONSOLIDATION,AGT0000921,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000559,AGENT_ENTITY_CONSOLIDATION,AGT0000559,CAN_AGENT_43_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000579,AGENT_ENTITY_CONSOLIDATION,AGT0000579,CAN_AGENT_21_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000746,AGENT_ENTITY_CONSOLIDATION,AGT0000746,CAN_AGENT_45_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000717,AGENT_ENTITY_CONSOLIDATION,AGT0000717,CAN_AGENT_14_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000305,AGENT_ENTITY_CONSOLIDATION,AGT0000305,CAN_AGENT_75_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000120,AGENT_ENTITY_CONSOLIDATION,AGT0000120,CAN_AGENT_46_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000405,AGENT_ENTITY_CONSOLIDATION,AGT0000405,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000820,AGENT_ENTITY_CONSOLIDATION,AGT0000820,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000078,AGENT_ENTITY_CONSOLIDATION,AGT0000078,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000802,AGENT_ENTITY_CONSOLIDATION,AGT0000802,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000199,AGENT_ENTITY_CONSOLIDATION,AGT0000199,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000364,AGENT_ENTITY_CONSOLIDATION,AGT0000364,CAN_AGENT_66_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000171,AGENT_ENTITY_CONSOLIDATION,AGT0000171,CAN_AGENT_1_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000676,AGENT_ENTITY_CONSOLIDATION,AGT0000676,CAN_AGENT_49_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000317,AGENT_ENTITY_CONSOLIDATION,AGT0000317,CAN_AGENT_57_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000127,AGENT_ENTITY_CONSOLIDATION,AGT0000127,CAN_AGENT_6_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000440,AGENT_ENTITY_CONSOLIDATION,AGT0000440,CAN_AGENT_48_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000632,AGENT_ENTITY_CONSOLIDATION,AGT0000632,CAN_AGENT_60_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000328,AGENT_ENTITY_CONSOLIDATION,AGT0000328,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000530,AGENT_ENTITY_CONSOLIDATION,AGT0000530,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000794,AGENT_ENTITY_CONSOLIDATION,AGT0000794,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000571,AGENT_ENTITY_CONSOLIDATION,AGT0000571,CAN_AGENT_16_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000936,AGENT_ENTITY_CONSOLIDATION,AGT0000936,CAN_AGENT_71_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000219,AGENT_ENTITY_CONSOLIDATION,AGT0000219,CAN_AGENT_15_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000632,AGENT_ENTITY_CONSOLIDATION,AGT0000632,CAN_AGENT_60_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000160,AGENT_ENTITY_CONSOLIDATION,AGT0000160,CAN_AGENT_63_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000729,AGENT_ENTITY_CONSOLIDATION,AGT0000729,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000965,AGENT_ENTITY_CONSOLIDATION,AGT0000965,CAN_AGENT_27_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000996,AGENT_ENTITY_CONSOLIDATION,AGT0000996,CAN_AGENT_5_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000795,AGENT_ENTITY_CONSOLIDATION,AGT0000795,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000569,AGENT_ENTITY_CONSOLIDATION,AGT0000569,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000124,AGENT_ENTITY_CONSOLIDATION,AGT0000124,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000295,AGENT_ENTITY_CONSOLIDATION,AGT0000295,CAN_AGENT_8_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000516,AGENT_ENTITY_CONSOLIDATION,AGT0000516,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000774,AGENT_ENTITY_CONSOLIDATION,AGT0000774,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000901,AGENT_ENTITY_CONSOLIDATION,AGT0000901,CAN_AGENT_41_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000254,AGENT_ENTITY_CONSOLIDATION,AGT0000254,CAN_AGENT_44_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000143,AGENT_ENTITY_CONSOLIDATION,AGT0000143,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000997,AGENT_ENTITY_CONSOLIDATION,AGT0000997,CAN_AGENT_63_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000885,AGENT_ENTITY_CONSOLIDATION,AGT0000885,CAN_AGENT_64_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000024,AGENT_ENTITY_CONSOLIDATION,AGT0000024,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000285,AGENT_ENTITY_CONSOLIDATION,AGT0000285,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000868,AGENT_ENTITY_CONSOLIDATION,AGT0000868,CAN_AGENT_75_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000872,AGENT_ENTITY_CONSOLIDATION,AGT0000872,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000291,AGENT_ENTITY_CONSOLIDATION,AGT0000291,CAN_AGENT_18_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000280,AGENT_ENTITY_CONSOLIDATION,AGT0000280,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000521,AGENT_ENTITY_CONSOLIDATION,AGT0000521,CAN_AGENT_23_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000637,AGENT_ENTITY_CONSOLIDATION,AGT0000637,CAN_AGENT_72_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000331,AGENT_ENTITY_CONSOLIDATION,AGT0000331,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000704,AGENT_ENTITY_CONSOLIDATION,AGT0000704,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000860,AGENT_ENTITY_CONSOLIDATION,AGT0000860,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000873,AGENT_ENTITY_CONSOLIDATION,AGT0000873,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000481,AGENT_ENTITY_CONSOLIDATION,AGT0000481,CAN_AGENT_58_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000189,AGENT_ENTITY_CONSOLIDATION,AGT0000189,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000677,AGENT_ENTITY_CONSOLIDATION,AGT0000677,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000840,AGENT_ENTITY_CONSOLIDATION,AGT0000840,CAN_AGENT_51_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000154,AGENT_ENTITY_CONSOLIDATION,AGT0000154,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000666,AGENT_ENTITY_CONSOLIDATION,AGT0000666,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000674,AGENT_ENTITY_CONSOLIDATION,AGT0000674,CAN_AGENT_2_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000737,AGENT_ENTITY_CONSOLIDATION,AGT0000737,CAN_AGENT_38_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000291,AGENT_ENTITY_CONSOLIDATION,AGT0000291,CAN_AGENT_18_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000238,AGENT_ENTITY_CONSOLIDATION,AGT0000238,CAN_AGENT_50_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000145,AGENT_ENTITY_CONSOLIDATION,AGT0000145,CAN_AGENT_32_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000684,AGENT_ENTITY_CONSOLIDATION,AGT0000684,CAN_AGENT_67_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000436,AGENT_ENTITY_CONSOLIDATION,AGT0000436,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000395,AGENT_ENTITY_CONSOLIDATION,AGT0000395,CAN_AGENT_35_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000638,AGENT_ENTITY_CONSOLIDATION,AGT0000638,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000443,AGENT_ENTITY_CONSOLIDATION,AGT0000443,CAN_AGENT_73_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000224,AGENT_ENTITY_CONSOLIDATION,AGT0000224,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000785,AGENT_ENTITY_CONSOLIDATION,AGT0000785,CAN_AGENT_75_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000913,AGENT_ENTITY_CONSOLIDATION,AGT0000913,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000521,AGENT_ENTITY_CONSOLIDATION,AGT0000521,CAN_AGENT_23_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000847,AGENT_ENTITY_CONSOLIDATION,AGT0000847,CAN_AGENT_5_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000911,AGENT_ENTITY_CONSOLIDATION,AGT0000911,CAN_AGENT_12_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000295,AGENT_ENTITY_CONSOLIDATION,AGT0000295,CAN_AGENT_8_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000709,AGENT_ENTITY_CONSOLIDATION,AGT0000709,CAN_AGENT_9_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000035,AGENT_ENTITY_CONSOLIDATION,AGT0000035,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000459,AGENT_ENTITY_CONSOLIDATION,AGT0000459,CAN_AGENT_65_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000476,AGENT_ENTITY_CONSOLIDATION,AGT0000476,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000567,AGENT_ENTITY_CONSOLIDATION,AGT0000567,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000740,AGENT_ENTITY_CONSOLIDATION,AGT0000740,CAN_AGENT_57_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000900,AGENT_ENTITY_CONSOLIDATION,AGT0000900,CAN_AGENT_52_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000921,AGENT_ENTITY_CONSOLIDATION,AGT0000921,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
